date,close,adj_close,volume
2009-07-01,29.670000076293945,29.670000076293945,591200
2009-07-02,28.84000015258789,28.84000015258789,729300
2009-07-06,28.100000381469727,28.100000381469727,626400
2009-07-07,27.579999923706055,27.579999923706055,666500
2009-07-08,26.799999237060547,26.799999237060547,902200
2009-07-09,27.09000015258789,27.09000015258789,453200
2009-07-10,26.690000534057617,26.690000534057617,821600
2009-07-13,26.8700008392334,26.8700008392334,437700
2009-07-14,26.940000534057617,26.940000534057617,319900
2009-07-15,27.579999923706055,27.579999923706055,529500
2009-07-16,27.81999969482422,27.81999969482422,377100
2009-07-17,28.18000030517578,28.18000030517578,329700
2009-07-20,28.770000457763672,28.770000457763672,560900
2009-07-21,28.829999923706055,28.829999923706055,340300
2009-07-22,28.760000228881836,28.760000228881836,342100
2009-07-23,29.34000015258789,29.34000015258789,418200
2009-07-24,29.709999084472656,29.709999084472656,494900
2009-07-27,29.809999465942383,29.809999465942383,311400
2009-07-28,29.510000228881836,29.510000228881836,302100
2009-07-29,28.1299991607666,28.1299991607666,421700
2009-07-30,29.3700008392334,29.3700008392334,294100
2009-07-31,30.270000457763672,30.270000457763672,483300
2009-08-03,30.989999771118164,30.989999771118164,748600
2009-08-04,31.260000228881836,31.260000228881836,439700
2009-08-05,31.5,31.5,555900
2009-08-06,31.06999969482422,31.06999969482422,433400
2009-08-07,30.809999465942383,30.809999465942383,637400
2009-08-10,30.93000030517578,30.93000030517578,503200
2009-08-11,30.25,30.25,383200
2009-08-12,30.649999618530273,30.649999618530273,262600
2009-08-13,30.940000534057617,30.940000534057617,460700
2009-08-14,30.0,30.0,490800
2009-08-17,29.15999984741211,29.15999984741211,561900
2009-08-18,29.81999969482422,29.81999969482422,453400
2009-08-19,30.600000381469727,30.600000381469727,296900
2009-08-20,30.25,30.25,262100
2009-08-21,30.6299991607666,30.6299991607666,655500
2009-08-24,31.979999542236328,31.979999542236328,1001100
2009-08-25,30.520000457763672,30.520000457763672,678700
2009-08-26,30.510000228881836,30.510000228881836,481100
2009-08-27,30.25,30.25,452600
2009-08-28,30.899999618530273,30.899999618530273,445300
2009-08-31,30.399999618530273,30.399999618530273,356200
2009-09-01,29.760000228881836,29.760000228881836,315600
2009-09-02,29.299999237060547,29.299999237060547,390500
2009-09-03,28.31999969482422,28.31999969482422,612500
2009-09-04,28.56999969482422,28.56999969482422,591700
2009-09-08,29.360000610351562,29.360000610351562,536300
2009-09-09,29.860000610351562,29.860000610351562,301900
2009-09-10,30.200000762939453,30.200000762939453,316300
2009-09-11,29.709999084472656,29.709999084472656,613000
2009-09-14,30.1200008392334,30.1200008392334,311700
2009-09-15,30.149999618530273,30.149999618530273,552900
2009-09-16,30.18000030517578,30.18000030517578,596500
2009-09-17,29.8700008392334,29.8700008392334,759200
2009-09-18,29.920000076293945,29.920000076293945,337600
2009-09-21,29.40999984741211,29.40999984741211,414700
2009-09-22,30.1200008392334,30.1200008392334,384400
2009-09-23,30.0,30.0,778700
2009-09-24,29.309999465942383,29.309999465942383,303000
2009-09-25,29.25,29.25,307100
2009-09-28,28.739999771118164,28.739999771118164,378700
2009-09-29,28.6200008392334,28.6200008392334,406700
2009-09-30,29.68000030517578,29.68000030517578,463900
2009-10-01,30.149999618530273,30.149999618530273,540100
2009-10-02,29.06999969482422,29.06999969482422,6632800
2009-10-05,29.420000076293945,29.420000076293945,660800
2009-10-06,30.219999313354492,30.219999313354492,488000
2009-10-07,29.600000381469727,29.600000381469727,815900
2009-10-08,30.510000228881836,30.510000228881836,557800
2009-10-09,30.31999969482422,30.31999969482422,373900
2009-10-12,30.940000534057617,30.940000534057617,464900
2009-10-13,31.06999969482422,31.06999969482422,734600
2009-10-14,31.450000762939453,31.450000762939453,591700
2009-10-15,31.940000534057617,31.940000534057617,437400
2009-10-16,32.54999923706055,32.54999923706055,402200
2009-10-19,32.7400016784668,32.7400016784668,601100
2009-10-20,32.68000030517578,32.68000030517578,462700
2009-10-21,33.38999938964844,33.38999938964844,884400
2009-10-22,33.2400016784668,33.2400016784668,395600
2009-10-23,32.869998931884766,32.869998931884766,535400
2009-10-26,32.0,32.0,620000
2009-10-27,32.119998931884766,32.119998931884766,1528300
2009-10-28,31.260000228881836,31.260000228881836,479200
2009-10-29,32.20000076293945,32.20000076293945,978300
2009-10-30,31.110000610351562,31.110000610351562,774200
2009-11-02,31.459999084472656,31.459999084472656,397100
2009-11-03,32.18000030517578,32.18000030517578,307900
2009-11-04,32.279998779296875,32.279998779296875,301100
2009-11-05,32.16999816894531,32.16999816894531,300400
2009-11-06,31.450000762939453,31.450000762939453,364900
2009-11-09,32.20000076293945,32.20000076293945,341300
2009-11-10,31.969999313354492,31.969999313354492,192500
2009-11-11,32.290000915527344,32.290000915527344,357800
2009-11-12,31.56999969482422,31.56999969482422,212200
2009-11-13,31.239999771118164,31.239999771118164,404500
2009-11-16,32.22999954223633,32.22999954223633,355900
2009-11-17,32.63999938964844,32.63999938964844,357300
2009-11-18,32.52000045776367,32.52000045776367,262900
2009-11-19,32.060001373291016,32.060001373291016,259400
2009-11-20,31.809999465942383,31.809999465942383,1386600
2009-11-23,31.889999389648438,31.889999389648438,568900
2009-11-24,31.260000228881836,31.260000228881836,499400
2009-11-25,31.809999465942383,31.809999465942383,666400
2009-11-27,31.15999984741211,31.15999984741211,452600
2009-11-30,31.510000228881836,31.510000228881836,346000
2009-12-01,31.8799991607666,31.8799991607666,309300
2009-12-02,31.68000030517578,31.68000030517578,286200
2009-12-03,31.489999771118164,31.489999771118164,199900
2009-12-04,31.299999237060547,31.299999237060547,209800
2009-12-07,31.09000015258789,31.09000015258789,352500
2009-12-08,30.3700008392334,30.3700008392334,372000
2009-12-09,29.690000534057617,29.690000534057617,352100
2009-12-10,29.65999984741211,29.65999984741211,329700
2009-12-11,29.65999984741211,29.65999984741211,351400
2009-12-14,29.829999923706055,29.829999923706055,740400
2009-12-15,30.040000915527344,30.040000915527344,305300
2009-12-16,30.579999923706055,30.579999923706055,290400
2009-12-17,30.1299991607666,30.1299991607666,510700
2009-12-18,30.239999771118164,30.239999771118164,329800
2009-12-21,30.1200008392334,30.1200008392334,456700
2009-12-22,30.149999618530273,30.149999618530273,313200
2009-12-23,30.950000762939453,30.950000762939453,434800
