date,close,adj_close,volume
2009-07-01,31.549999237060547,16.163616180419922,1682600
2009-07-02,29.8799991607666,15.308055877685547,2344000
2009-07-06,30.6299991607666,15.692294120788574,2654100
2009-07-07,29.440000534057617,15.082643508911133,2036100
2009-07-08,29.15999984741211,14.939188003540039,2370500
2009-07-09,28.610000610351562,14.65740966796875,1289300
2009-07-10,28.56999969482422,14.636919021606445,1123900
2009-07-13,29.649999618530273,15.190220832824707,3929500
2009-07-14,30.010000228881836,15.37465763092041,2822300
2009-07-15,31.1200008392334,15.943329811096191,1768200
2009-07-16,31.479999542236328,16.12775993347168,1606200
2009-07-17,30.639999389648438,15.697417259216309,1454700
2009-07-20,31.719999313354492,16.25072479248047,1687800
2009-07-21,31.6299991607666,16.204612731933594,2990100
2009-07-22,31.670000076293945,16.22510528564453,1949300
2009-07-23,32.93000030517578,16.870630264282227,2922400
2009-07-24,33.15999984741211,16.988460540771484,1272500
2009-07-27,33.63999938964844,17.2343692779541,2146100
2009-07-28,33.61000061035156,17.218997955322266,1451100
2009-07-29,33.189998626708984,17.003826141357422,1187200
2009-07-30,34.380001068115234,17.613487243652344,1918200
2009-07-31,34.349998474121094,17.59811019897461,2208800
2009-08-03,34.970001220703125,17.91575050354004,2541900
2009-08-04,36.880001068115234,18.894283294677734,3454100
2009-08-05,38.290000915527344,19.61664390563965,3965400
2009-08-06,38.0,19.46807289123535,5953400
2009-08-07,40.119998931884766,20.55418586730957,5471300
2009-08-10,39.2599983215332,20.113601684570312,4432000
2009-08-11,38.119998931884766,19.529558181762695,4275200
2009-08-12,38.400001525878906,19.673004150390625,4619200
2009-08-13,38.599998474121094,19.775470733642578,5339500
2009-08-14,38.279998779296875,19.61151885986328,3538500
2009-08-17,36.2400016784668,18.566402435302734,3385800
2009-08-18,36.599998474121094,18.750835418701172,2379900
2009-08-19,36.310001373291016,18.60226058959961,2693600
2009-08-20,37.7599983215332,19.345115661621094,5235500
2009-08-21,38.75,19.852310180664062,5953400
2009-08-24,38.619998931884766,19.785709381103516,5958400
2009-08-25,39.04999923706055,20.006011962890625,3483900
2009-08-26,39.16999816894531,20.067495346069336,2680900
2009-08-27,39.54999923706055,20.262168884277344,2465000
2009-08-28,39.900001525878906,20.441478729248047,3074500
2009-08-31,39.27000045776367,20.11872100830078,2961300
2009-09-01,37.16999816894531,19.042848587036133,4356400
2009-09-02,36.41999816894531,18.658607482910156,3443600
2009-09-03,37.150001525878906,19.032609939575195,1933100
2009-09-04,37.58000183105469,19.252901077270508,1587900
2009-09-08,38.88999938964844,19.924039840698242,2051900
2009-09-09,39.650001525878906,20.31339454650879,2825800
2009-09-10,40.2400016784668,20.615671157836914,2117300
2009-09-11,40.16999816894531,20.579805374145508,2384000
2009-09-14,41.36000061035156,21.189468383789062,2229900
2009-09-15,42.02000045776367,21.527599334716797,3555000
2009-09-16,43.72999954223633,22.403654098510742,3659700
2009-09-17,43.540000915527344,22.306318283081055,5152800
2009-09-18,43.599998474121094,22.337051391601562,2874100
2009-09-21,42.91999816894531,21.988679885864258,2423600
2009-09-22,44.279998779296875,22.6854248046875,4488000
2009-09-23,42.68000030517578,21.8657283782959,3291700
2009-09-24,40.720001220703125,21.067424774169922,4804900
2009-09-25,40.849998474121094,21.13467788696289,4635600
2009-09-28,42.540000915527344,22.0090389251709,2644700
2009-09-29,41.849998474121094,21.652048110961914,3198100
2009-09-30,41.45000076293945,21.445096969604492,3905300
2009-10-01,39.59000015258789,20.482776641845703,9101300
2009-10-02,39.310001373291016,20.33793067932129,4742800
2009-10-05,40.38999938964844,20.896669387817383,2928300
2009-10-06,40.279998779296875,20.839763641357422,3546900
2009-10-07,40.25,20.824251174926758,3338500
2009-10-08,41.02000045776367,21.222637176513672,3031900
2009-10-09,41.369998931884766,21.40371322631836,2673300
2009-10-12,41.310001373291016,21.37267303466797,1933400
2009-10-13,40.72999954223633,21.072587966918945,2546600
2009-10-14,42.220001220703125,21.843473434448242,3152400
2009-10-15,41.86000061035156,21.657222747802734,3492400
2009-10-16,40.7599983215332,21.088106155395508,3071500
2009-10-19,41.63999938964844,21.543405532836914,2579400
2009-10-20,40.869998931884766,21.145015716552734,2128100
2009-10-21,40.349998474121094,20.875993728637695,2481700
2009-10-22,41.40999984741211,21.42441177368164,3386000
2009-10-23,40.91999816894531,21.170896530151367,3243100
2009-10-26,40.81999969482422,21.119150161743164,3607400
2009-10-27,40.22999954223633,20.813901901245117,3593700
2009-10-28,38.540000915527344,19.93954086303711,4654200
2009-10-29,40.29999923706055,20.85011863708496,3309800
2009-10-30,39.599998474121094,20.487960815429688,4424100
2009-11-02,39.59000015258789,20.482776641845703,4906100
2009-11-03,40.16999816894531,20.782859802246094,4509500
2009-11-04,39.310001373291016,20.33793067932129,4320800
2009-11-05,40.20000076293945,20.798389434814453,2379300
2009-11-06,39.540000915527344,20.456918716430664,2442300
2009-11-09,41.4900016784668,21.465795516967773,2272300
2009-11-10,41.18000030517578,21.305410385131836,2548400
2009-11-11,41.95000076293945,21.703786849975586,3107300
